,user_name,user_nfollower,user_total_likes,vid_id,vid_caption,vid_postTime,vid_scrapeTime,vid_duration,vid_nview,vid_nlike,vid_ncomment,vid_nshare,vid_nsave,vid_hashtags,vid_url,music_id,music_title,music_nused,music_authorName,music_originality
1030,memamgao,102.1K,831.6K,7497228356220374290,"Dầu gội An Cung giúp làm sạch da đầu, giảm bết tóc hiệu quả, mang lại mái tóc bồng bềnh, thơm mát suốt cả ngày. Phù hợp cho tóc dầu, dễ bết.",2025-04-25 19:35:03+07:00,2025-06-25 23:26:26+07:00,00:00,103.3K,5320,57,100,118,"daugoi, daugoiduoclieu, daugoiancung, ancung, tocdepcungdinh, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7497228356220374290,7.497228490863283e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1031,memamgao,102.1K,832.4K,7497228356220374290,"Dầu gội An Cung giúp làm sạch da đầu, giảm bết tóc hiệu quả, mang lại mái tóc bồng bềnh, thơm mát suốt cả ngày. Phù hợp cho tóc dầu, dễ bết.",2025-04-25 19:35:03+07:00,2025-06-27 11:29:19+07:00,00:00,103.3K,5320,57,100,118,"daugoi, daugoiduoclieu, daugoiancung, ancung, tocdepcungdinh, mamgao, mamgaofamily",https://www.tiktok.com/@memamgao/video/7497228356220374290,7.497228490863283e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1032,memamgao,102.1K,832.3K,7497985343317134599,Yêu nước không phải là Trend,2025-04-27 20:32:33+07:00,2025-06-25 08:32:54+07:00,00:27,35.3K,7226,0,Share,6,"mamgao, mamgaofamily, 50nămgiaiphongmiennam",https://www.tiktok.com/@memamgao/video/7497985343317134599,7.497985400032611e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1033,memamgao,102.1K,831.6K,7497985343317134599,Yêu nước không phải là Trend,2025-04-27 20:32:33+07:00,2025-06-25 23:26:11+07:00,00:27,35.3K,7226,0,Share,6,"mamgao, mamgaofamily, 50nămgiaiphongmiennam",https://www.tiktok.com/@memamgao/video/7497985343317134599,7.497985400032611e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1034,memamgao,102.1K,832.4K,7497985343317134599,Yêu nước không phải là Trend,2025-04-27 20:32:33+07:00,2025-06-27 11:29:04+07:00,00:00,35.3K,7226,0,Share,6,"mamgao, mamgaofamily, 50nămgiaiphongmiennam",https://www.tiktok.com/@memamgao/video/7497985343317134599,7.497985400032611e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1035,memamgao,102.1K,832.3K,7498592788888653074,Khăn này dùng êm mà mềm mịn lắm mọi người ạ. Mình đã và đang dùng rất oke nha.,2025-04-29 11:49:45+07:00,2025-06-25 08:32:40+07:00,00:00,32.4K,8515,34,156,116,"mamgao, mamgaofamily, shineactive, shinevietnam",https://www.tiktok.com/@memamgao/video/7498592788888653074,7.498592828939963e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1036,memamgao,102.1K,831.6K,7498592788888653074,Khăn này dùng êm mà mềm mịn lắm mọi người ạ. Mình đã và đang dùng rất oke nha.,2025-04-29 11:49:45+07:00,2025-06-25 23:26:02+07:00,00:00,32.4K,8515,34,156,116,"mamgao, mamgaofamily, shineactive, shinevietnam",https://www.tiktok.com/@memamgao/video/7498592788888653074,7.498592828939963e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1037,memamgao,102.1K,832.4K,7498592788888653074,Khăn này dùng êm mà mềm mịn lắm mọi người ạ. Mình đã và đang dùng rất oke nha.,2025-04-29 11:49:45+07:00,2025-06-27 11:28:55+07:00,00:00,32.4K,8515,34,156,116,"mamgao, mamgaofamily, shineactive, shinevietnam",https://www.tiktok.com/@memamgao/video/7498592788888653074,7.498592828939963e+18,nhạc nền - Mầm Gạo Family,1 videos,Mầm Gạo Family,True
1038,meminne96,181.9K,900.2K,7498722794725805330,,2025-04-29 20:14:14+07:00,2025-06-25 08:05:58+07:00,00:18,34.4K,386,29,5,2,"meminne, bestifermom, đạisứmẹbầu, capcut",https://www.tiktok.com/@meminne96/video/7498722794725805330,7.498661912566779e+18,nhạc nền - Phạm Ngọc Anh,43 videos,Phạm Ngọc Anh,False
1039,meminne96,182.1K,901.4K,7498722794725805330,,2025-04-29 20:14:14+07:00,2025-06-25 23:20:27+07:00,00:18,34.4K,386,29,5,2,"meminne, bestifermom, đạisứmẹbầu, capcut",https://www.tiktok.com/@meminne96/video/7498722794725805330,7.498661912566779e+18,nhạc nền - Phạm Ngọc Anh,43 videos,Phạm Ngọc Anh,False
1040,meminne96,183.3K,904.5K,7498722794725805330,,2025-04-29 20:14:14+07:00,2025-06-27 11:21:19+07:00,00:00,34.4K,386,29,5,2,"meminne, bestifermom, đạisứmẹbầu, capcut",https://www.tiktok.com/@meminne96/video/7498722794725805330,7.498661912566779e+18,nhạc nền - Phạm Ngọc Anh,42 videos,Phạm Ngọc Anh,False
1041,meminne96,181.9K,900.2K,7500201351914245384,"Nghỉ lễ cũng phải chống nắng, dưỡng da thiệc kỹ nha mấy nàng ơi 😘",2025-05-03 19:51:48+07:00,2025-06-25 08:05:45+07:00,00:00,43.4K,776,40,3,8,"meminne, kemchongnang, chongnangvachdo, lorealparis, lorealparispartner",https://www.tiktok.com/@meminne96/video/7500201351914245384,7.500201422186892e+18,nhạc nền - Mẹ Min nè,1 videos,Mẹ Min nè,True
1042,meminne96,182.1K,901.4K,7500201351914245384,"Nghỉ lễ cũng phải chống nắng, dưỡng da thiệc kỹ nha mấy nàng ơi 😘",2025-05-03 19:51:48+07:00,2025-06-25 23:20:18+07:00,00:00,43.4K,776,40,3,8,"meminne, kemchongnang, chongnangvachdo, lorealparis, lorealparispartner",https://www.tiktok.com/@meminne96/video/7500201351914245384,7.500201422186892e+18,nhạc nền - Mẹ Min nè,1 videos,Mẹ Min nè,True
